id_actor,name,city,typology,typology_detail,channel,canal_secundario,physical_exhibition,exhibition_evidence,price_range,price_signal,service_scope,email,phone,address,main_channel,source_language,source_url,materials_brands_mentioned,key_messages,raw_notes,data_source,tool_used,priority_candidate_v2,_source_file,is_priority,priority_rank,entry_angle
kale-gallery-samarkand-samarkand,Kale Gallery Samarkand,Samarkand,Kitchen & Bath,"Multi-brand bathroom/tile & sanitaryware showroom, official distributor of imported (Turkish) brand",Retail,,Yes,"Physical showroom address given (Buyuk Ipak Yo'li 26, opposite the city gas company 'Gorgaz'); Telegram channel documents showroom interior/product photos (1,090+ photos).",High,Positions as 'exclusive' distributor of an imported premium brand,Design+Install+Supply,,+998 97 390 66 66,"Samarkand, Buyuk Ipak Yo'li 26 (landmark: opposite Gorgaz)",Telegram,Russian/Uzbek,https://t.me/s/kalegallery_samarkand ; https://www.facebook.com/kalegallery.samarkand/ ; http://www.kale.uz/,Kale (Turkish sanitaryware/tile/bathroom-furniture brand); GROHE referenced in an associated Facebook post about Kazakhstan operations of the same distributor group,"'Впервые в Самарканде' — first official distributor of this Turkish sanitaryware/tile/bathroom-furniture brand in the city | Exclusive sanitaryware, tile and bathroom furniture ('Эксклюзивная сантехника, кафель и мебель для ванных комнат') | Offers free 3D project design and free delivery","Strongest Kitchen & Bath / materials showroom candidate found in Samarkand — has a real street-level showroom, an official import/distribution relationship, and active social presence across Telegram, Instagram and Facebook.",existing_v2_reclassified,n/a (reclassification only),Yes,retail_dataset_seed.json,true,5,"Confirmed exhibition, carries Kale + GROHE — free showroom space for countertop-brand exclusivity, best secondary-city K&B showroom found."
liberty-team-liberty-samarkand,Liberty (Мебель Либерти / TEAM LIBERTY),Samarkand,Hybrid,Custom kitchen/furniture factory + engineered quartz & acrylic stone showroom (authorized dealer),Retail,,Yes,Listed as an official 'nearest dealer' with street address on the Interstone.uz dealer-locator page for its quartz/acrylic stone products; also has a factory/showroom address for the furniture business.,High,"Instagram bio mentions 'Доступные цены' (affordable prices) — positions closer to accessible/mid segment rather than ultra-premium | v2.0: resolved from ""Medium-High (mixed signals)"" -> High.",Design+Install+Supply,,+998 91 543 77 33 / +998 90 213 76 90,"Samarkand, ul. Beruni 99 (furniture); ul. Mirzo Bedila 19 (TEAM LIBERTY stone showroom — same phone as furniture business)",Telegram,Russian,https://t.me/s/libertymebel ; https://interstone.uz/buy-products ; https://www.instagram.com/liberty.uzbekistan/,"Interstone (Avant Quartz, Noblle Quartz engineered quartz; GRANDEX, NEOMARM acrylic stone)","15 years of experience; custom kitchens, wardrobes, bedrooms, turnkey furniture | Manufactures countertops, windowsills, bar counters from engineered quartz stone | Authorized Samarkand dealer for the Interstone quartz/acrylic stone brand (listed as 'TEAM LIBERTY')","Same phone number (+998 90 213 76 90) links the furniture factory ('Мебель Либерти') and the quartz/acrylic stone dealer listing ('TEAM LIBERTY') on Interstone's site — very likely the same company operating both a furniture/kitchen line and a stone-surfaces showroom, making it a relevant dual-typology contact for kitchen/countertop distribution.",existing_v2_reclassified,n/a (reclassification only),Yes,retail_dataset_seed.json,,,
brand-stone-samarkand-samarkand,Brand Stone Samarkand,Samarkand,Kitchen & Bath,,Retail,,Not determinable,,High,"v2.0: inferred from segment positioning (A. Premium Materials & Bath Showrooms) — no explicit price signal was found in the original source; treat as a soft default, not a confirmed price point.",Design+Install+Supply,,,Samarkand (exact address not published),Instagram,Russian,https://www.instagram.com/brand_stone_3132/,Acrylic and quartz artificial stone (own brand 'Brand Stone'),Artificial stone: acrylic and quartz | Manufactures countertops for kitchens and bathrooms,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
adavit-santehnika-samarkand,Adavit Santehnika,Samarkand,Kitchen & Bath,,Retail,,Yes,"Two physical shop addresses published in Instagram bio: Buyuk Ipak Yoli 11 and Gagarina 29, Samarkand.",High,Explicit 'премиум-класса' (premium class) self-positioning,Not determinable,,+998 91 297 97 10 / +998 91 555 44 43,"Samarkand, Buyuk Ipak Yoli 11 and Gagarina 29 (two locations)",Instagram,Russian,https://www.instagram.com/adavit_santexnika/,Not determinable (brand names not specified in available snippets),'Магазин премиальной сантехники' — explicitly branded as a premium sanitaryware store | Acrylic bathtubs and jacuzzis in various shapes/colors | Two retail locations in Samarkand,"Premium bathroom-fixtures retail showroom, not a design studio; classified as Kitchen & Bath as the closest fit to a materials showroom.",existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
orsi-premium-samarkand,ORSI PREMIUM,Samarkand,Hybrid,Materials/furniture showroom (exclusive/premium furniture retail),Retail,,Yes,Instagram bio explicitly references a 'шоурум' (showroom) with a full street address in Samarkand.,High,Name and bio explicitly signal premium/exclusive positioning,Not determinable,,+998 55 706 20 00,"Samarkand, ul. Gagarina 101A",Instagram,Russian,https://www.instagram.com/orsi_premium/,Not determinable,'ORSI PREMIUM | ЭКСКЛЮЗИВНЫЕ МЕБЕЛИ' — exclusive furniture positioning | Dedicated street-front showroom in Samarkand,Premium/exclusive furniture retail showroom; classified as Hybrid since 'materials/furniture showroom' is not a standalone typology option.,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
prime-ceramics-samarkand,Prime Ceramics,Samarkand,Hybrid,"Materials showroom/manufacturer (premium porcelain/ceramic tile, sold via distributors and own web store)",Retail,,Not determinable,Primarily a factory (Farhad industrial zone); retail exposure is mainly through distributor showrooms in Uzbekistan/Russia and its own e-commerce site rather than a confirmed factory-side showroom.,High,"v2.0: inferred from segment positioning (A. Premium Materials & Bath Showrooms) — no explicit price signal was found in the original source; treat as a soft default, not a confirmed price point.",Not determinable,info@primeceramics.uz (partially masked in source: 'i***********@primeceramics.uz'),+998 97 721 70 07 / +998 93 356 50 70,"Samarkand, Farhad settlement (industrial zone)",Website,Russian,https://keramogranituz.com/ ; https://uzsm.uz/ru/about/organizations/ip-ooo-prime-ceramics/ ; https://www.rusplitka.ru/news/novaya-fabrika-prime-ceramics/,Own brand 'Prime Ceramics' porcelain tile; product also distributed via Global Tile / rusplitka.ru / Art Centre Moscow under a 'Samarkand' collection name,"Uzbek company producing and selling ceramic/porcelain tile, factory based in Samarkand | Uses modern Italian equipment per promotional material | Exports to Russia and other markets via distributor networks","This is a manufacturer/wholesaler of ceramic/porcelain tile rather than a design studio, classified as Hybrid/materials showroom. Could be a manufacturing partner or competitor-adjacent contact rather than a retail placement point of sale. | REVISAR: This is a ceramic/porcelain tile manufacturer/wholesaler selling via distributor networks, not a conventional retail point-of-sale; original v2 notes already flagged it might be a competitor/manufacturing contact rather than a placement site. Kept in Retail per original channel pending confirmation of its actual relevance to Cosentino's placement strategy.",existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
sina-lux-tile-samarkand,Sina Lux Tile,Samarkand,Hybrid,Materials showroom (ceramic tile retail),Retail,,Not determinable,,High,"v2.0: inferred from segment positioning (A. Premium Materials & Bath Showrooms) — no explicit price signal was found in the original source; treat as a soft default, not a confirmed price point.",Not determinable,,,"Samarkand, Rudaki Street 175B",Website,English/Russian,https://yandex.com/maps/org/sina_lux_tile/35208378115/,Not determinable,Listed as a ceramic tile retailer on Yandex Maps,Minimal public data found beyond directory listing; classified as Hybrid/materials showroom. Included as a best-available candidate to round out the materials-showroom category.,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
andijon-mebel-mebel-andijan-andijan,Andijon Mebel (@mebel_andijan),Andijan,Kitchen,,Retail,,Not determinable,"Furniture manufacturer/retailer likely operates a physical shop/showroom given 15 years in business, but no address confirmed.",Medium,"v2.0: inferred from segment positioning (B. Premium Kitchen & Custom Furniture Studios) — no explicit price signal was found in the original source; treat as a soft default, not a confirmed price point.",Design+Install+Supply,,+998 88 832 0707,Andijan (exact street address not found),Instagram,Russian/Uzbek,https://www.instagram.com/andijon_mebell_/,,"15 years of experience, 1000+ satisfied customers | Custom-made furniture including kitchens | Delivery across Uzbekistan, Kyrgyzstan, Kazakhstan and Tajikistan","Two related Instagram handles found: @mebel_andijan and @andijon_mebell_ (8,103 followers), plus a Golden Pages listing (""ANDIJON MEBEL"" OOO, Ahmadbekhodji St. 72, Andijan). Likely the same or affiliated business; treated as one entity here.",existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
andijon-mebel-fabrikasi-xk-andijan,Andijon Mebel Fabrikasi XK,Andijan,Hybrid,"Kitchen & Bath (furniture factory covering kitchen, bathroom, bedroom, living room, office and garden furniture)",Retail,,Not determinable,"Operates as a furniture factory (""fabrikasi"") with an e-commerce catalog; likely has a factory outlet/showroom but not confirmed.",Medium,"v2.0: inferred from segment positioning (D. Contractors / EPC Firms) — no explicit price signal was found in the original source; treat as a soft default, not a confirmed price point.",Design+Install+Supply,,+998 93 410 05 51 / +998 91 479 48 42,"Andijan region, Andijan city",Website,Uzbek/Russian,https://anmebelfab.gl.uz/contact/,,"Furniture manufacturer with product lines spanning kitchen, bathroom, bedroom, living room, entryway, office and garden furniture | Operates own e-commerce website with multiple furniture collections","Closest match found to a combined ""Kitchen & Bath"" studio typology in Andijan, since its catalog explicitly spans both kitchen and bathroom furniture lines. No dedicated interior design service confirmed. | v3.0 reclass: Segment tag in v2 said ""D. Contractors/EPC Firms"" but typology_detail and evidence describe a furniture factory selling via own e-commerce (Kitchen & Bath-type business) -> classified as Retail based on the business-model evidence, not the segment label.",existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
sarkor-yuksak-rivoj-ooo-andijan,Sarkor Yuksak Rivoj OOO,Andijan,Kitchen,Custom furniture manufacturing (“изготовление мебели на заказ”),Retail,,Not determinable,,Medium,"v2.0: inferred from segment positioning (B. Premium Kitchen & Custom Furniture Studios) — no explicit price signal was found in the original source; treat as a soft default, not a confirmed price point.",Design+Install+Supply,syr1212@mail.ru,Partially masked in directory,"Andijan region, Andijan, Sudzhaat St. 38",Website,Russian,https://top.uz/section/mebel/andijan,,Custom furniture manufacturing on request,"Only furniture company with a complete listing (name, address, email) in the Top.uz Andijan furniture directory.",existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
imperial-granite-andijon-kozimjon-mramorlari-andijan,Imperial Granite / Andijon Kozimjon Mramorlari,Andijan,Hybrid,"Premium materials showroom + quarrying/processing (natural stone: marble, granite, onyx, travertine, quartzite)",Retail,,Not determinable,"Company operates a stone-cutting/polishing facility (""ANDIJON KOZIMJON MRAMORLARI"") in Andijan city; unclear if it includes a customer-facing showroom or is production-only.",High,"Positions on competitive/best-market pricing rather than premium/import branding — a domestic natural-stone processor, not a premium imported-surfaces retailer",Design+Install+Supply,imperial_granit@mail.ru,+998 99 307 55 55 / +998 97 017 55 55,"Group HQ: Yangiyo'l, Tashkent region; Andijan facility referred to as ""ANDIJON KOZIMJON MRAMORLARI""",Website,Russian/Uzbek,https://imperialgranite.uz,"Natural granite, marble, onyx, travertine, quartzite, agate (own-quarried, not international premium brands)","Vertically integrated: extraction, cutting, polishing and distribution, avoiding middleman markups | 350+ completed projects since 2000, 85 staff | Products: slabs, facade cladding, windowsills, pavers, countertops, stairs, columns","This is the only natural-stone (marble/granite) company found with a confirmed processing facility physically located in Andijan city, via a case study on a web agency's site (oqila.uz) referencing imperialgranite.uz. Group headquarters and likely main showroom are in Tashkent region (Yangiyo'l); the Andijan site appears production/quarry-oriented. A potential competitor/incumbent in the natural stone space rather than a pure premium-import showroom — could also be a channel partner given its cutting/fabrication capability.",existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
wallmann-tashkent,Wallmann,Tashkent,Kitchen,,Retail,,Not determinable,"Online catalog with named kitchen collections (Brest, Memfis, Arkadiya, Gradislava, Dianta, Grado, Kale, Medina); no address found in scraped content, manages sales via Telegram manager (403-blocked direct WebFetch, obtained via Firecrawl scrape).",Medium,"Flat rate across all named collections: 4,400,000 сум per linear meter, no premium-tier differentiation visible.",Design+Install+Supply,,+998 97 402 55 48 / +998 97 402 55 49,Tashkent (exact showroom address not confirmed in scrape),Website,Russian,https://wallmann.uz/kuhni,Not specified beyond model names,Wide named-collection catalog; installment plan (рассрочка) offered; warranty badge on every product,"Also sells bedroom sets, sofas, wardrobes, office furniture. Found via WebSearch ""кухни на заказ Ташкент"".",existing_v2_reclassified,n/a (reclassification only),Yes,retail_dataset_seed.json,,,
smebel-smebel-uz-tashkent,SMebel (Smebel.uz),Tashkent,Kitchen,,Retail,,Yes,"Published address with map link and business hours (Mon-Sat 10:00-19:00), Yashnabad District, near Parkent Market.",Low,"From 3,500,000 сум/linear meter; furniture range 1.2M-18M сум; LMDF/LDSP materials (budget-standard).",Design+Install+Supply,,+998 99 316 22 66,"Tashkent, Yashnabad District, M. Riziyi massif 31, apt 2",Website,Russian,https://smebel.uz/kuhni,"LMDF, LDSP, acrylic","""Кухни на заказ от производителя""; 7-20 day production","Also IG @smebel.uz, TG @Smebeluz.",existing_v2_reclassified,n/a (reclassification only),Yes,retail_dataset_seed.json,,,
best-mebel-tashkent,Best Mebel,Tashkent,Kitchen,,Retail,,Yes,"Physical address given (Yashnobodskyy district, Mukhtar Ashrafiy 110, near rail crossing).",Low,"Explicit positioning: ""minimum prices in Tashkent""; from 3,500,001 сум/linear meter.",Design+Install+Supply,,+998 99 402 06 84 / +998 93 519 66 88,"Tashkent, Yashnobodskyy district, Mukhtar Ashrafiy St 110",Website,Russian,https://bestmebel.uz/category/kuxni,"Acrylic, MDF, LDSP","Shortest manufacturing times; free delivery/install; 34+ models, incl. studio-kitchen line","Also has a dedicated ""kitchens for studio apartments"" line (bestmebel.uz/category/kuhni-dlya-studii) - relevant given compact New Tashkent apartment formats.",existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
perfect-mebel-tashkent,Perfect Mebel,Tashkent,Kitchen,,Retail,,Yes,Free specialist home-visit/measurement service implies real operating base; no street address in scrape.,Medium,"4,000,000-4,500,000 сум per linear meter.",Design+Install+Supply,,+998 97 781 11 81 / +998 94 666 66 25,Tashkent (exact address not confirmed),Website,Russian,https://perfectmebel.uz/kuhnya,"LMDF, acrylic, soft-close hardware","""Идеальная мебель в вашем доме""; free design consultation",,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
yu-mebel-tashkent,YU Mebel,Tashkent,Kitchen,,Retail,,Yes,"Address given: Yunusabad District, Chinabad St 51.",High,"Self-described ""premium-class designer furniture factory""; European suppliers (Turkey/Austria/Germany/France/Russia); 5-year warranty.",Design+Install+Supply,,+998 98 333-66-63 / +998 93 395-66-63,"Tashkent, Yunusabad District, Chinabad St 51",Website,Russian,http://yumebel.uz/kuhni-na-zakaz-v-tashkente/,"MDF, LMDF, LDSP, veneer, Schneider Electric lighting",15 years experience; 85% of customers choose us; free measurement/delivery/install,"TG @yu_mebel1, @yu_mebel_channel, IG @yu_mebel.",existing_v2_reclassified,n/a (reclassification only),Yes,retail_dataset_seed.json,,,
fullhouse-tashkent,FullHouse,Tashkent,Kitchen,,Retail,,Yes,"Showroom inside Arca Shopping Center, Makhtumkuli St 75, floor -1.",Medium,"Wide range 5,850,000-55,991,000 сум (~$450-$4,300); premium tier via stone countertop/veneer upsell.",Design+Install+Supply,info@fullhouse.uz,+998 97 716-79-09,"Tashkent, Makhtumkuli St 75, Arca Shopping Center, floor -1",Website,Russian,https://fullhouse.uz/mebel-dlya-kukhni-na-zakaz-v-tashkente,"Egger (Germany) boards, GTV (Poland)/Blum (Austria) hardware, stone countertops",1000+ cabinets produced; built-in solutions for small spaces,"Shopping-center location = high foot traffic showroom, good candidate for material display.",existing_v2_reclassified,n/a (reclassification only),Yes,retail_dataset_seed.json,,,
lamebel-tashkent,Lamebel,Tashkent,Kitchen,,Retail,,Yes,"Showroom inside Atrium Shopping Center, near Ashkhabad Park / Tashselmash intersection; daily hours 10:00-20:00.",Medium,"6.3M-9.5M сум (~$500-750); claims ""expensive raw materials"".",Design+Install+Supply,info@lamebel.uz,+998 90 011 31 00,"Tashkent, Atrium Shopping Center",Website,Russian,https://lamebel.uz/category/kuhni/,"Not specified (proprietary model names: Mayen, Limoges, Monaco)",Free designer visit; also sofas/bedroom/living/office lines,"TG @lamebeluz, IG @lamebel_uz, FB lamebel.tashkent.",existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
vashamebel-tashkent,Vashamebel,Tashkent,Kitchen,,Retail,,Yes,"Address given: Yashnobod District, Military Town 58, 114a; free measurement visits implied showroom base.",Low,"From 1,800,000 сум/linear meter - lowest entry price of all Tashkent kitchen studios found this pass.",Design+Install+Supply,info@mebel.com,+998 93 517-32-12,"Tashkent, Yashnobod District, Military Town 58, 114a",Website,Russian,https://vashamebel.uz/kuhni,"MDF/LMDF, acrylic, veneer, painted surfaces","""European quality"", 18-month guarantee, discounts for new homeowners",,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
keng-makon-tashkent,Keng Makon,Tashkent,Kitchen,,Retail,,Not determinable,No address or showroom language found in scrape; nationwide delivery emphasized instead.,Medium,"""Furniture for any taste and budget"" - generic positioning, no price figures published.",Design+Install+Supply,info@kengmakon.uz,+998 98 300 3676,Not determinable,Website,Russian,https://kengmakon.uz/catalog/kukhonnaya-mebel,Not determinable,International certification claimed; nationwide delivery and install,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
alldecor-tashkent,ALLDECOR,Tashkent,Kitchen,LDSP/laminated-board furniture manufacturer (wholesale/OEM profile),Retail,,Not determinable,"GoldenPages directory listing (manufacturer address only, no showroom language).",Low,Directory-listed as laminated-board (budget-material) manufacturer.,Manufacture+Supply,,+998 99 814-XX-XX (directory-truncated),"Tashkent, Chilanzar district, Khosilot St 18",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3995,LDSP (laminated chipboard),"Directory-only listing, no independent marketing content found",Business-hours 09:00-18:00 per directory.,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
davr-jihozi-tashkent,Davr Jihozi,Tashkent,Kitchen,LDSP/MDF furniture manufacturer (wholesale/OEM profile),Retail,,Not determinable,GoldenPages directory listing only.,Low,Directory-listed as laminated-board/MDF (budget-standard material) manufacturer.,Manufacture+Supply,,+998 90 322-XX-XX (directory-truncated),"Tashkent, Uchtepa district, 1st Zarafshan pass. 34",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3995,"LDSP, MDF",Directory-only listing,Business-hours 09:00-17:00 per directory.,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
korleone-tashkent,Korleone,Tashkent,Kitchen,"LDSP furniture manufacturer, customization service (wholesale/OEM profile)",Retail,,Not determinable,GoldenPages directory listing only.,Low,Directory-listed as laminated-board manufacturer with customization service.,Manufacture+Supply,,+998 98 314-XX-XX (directory-truncated),"Tashkent, Yunusabad district, Chinabad St 49",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3995,LDSP,Directory-only listing,Business-hours 09:00-19:00 (lunch 13:00-14:00) per directory. Same street (Chinabad) as YU Mebel - Yunusabad furniture-manufacturing cluster.,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
territory-tree-tashkent,Territory Tree,Tashkent,Kitchen,"LDSP furniture manufacturer, customization service (wholesale/OEM profile)",Retail,,Not determinable,GoldenPages directory listing only.,Low,Directory-listed as laminated-board manufacturer.,Manufacture+Supply,,+998 99 816-XX-XX (directory-truncated),"Tashkent, Yashnabad district, Parkent St 327",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3995,LDSP,Directory-only listing,Business-hours 09:00-18:00 (lunch 12:00-13:00).,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
xayratiy-biznes-tashkent,Xayratiy Biznes,Tashkent,Kitchen,LDSP furniture manufacturer (wholesale/OEM profile),Retail,,Not determinable,GoldenPages directory listing only.,Low,Directory-listed as laminated-board manufacturer.,Manufacture+Supply,,+998 93 398-XX-XX (directory-truncated),"Tashkent, Uchtepa district, Izza St 2",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3995,LDSP,Directory-only listing,Business-hours 08:00-17:00.,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
premium-concept-tashkent,Premium Concept,Tashkent,Kitchen & Bath,"Premium tile, sanitary ware, Italian furniture and bath-accessories showroom (""ЧП QURILISH SAVDO GROUP"")",Retail,,Yes,"Explicitly described as ""единственный своего рода шоу-рум"" (a one-of-a-kind showroom), operating since 2008, at ul. Usta Shirin 136, Tashkent.",High,"Self-positioned ""№1 в сегменте премиум в Узбекистане"" (No.1 in the premium segment in Uzbekistan); official distributor of 50+ high-end European brands.",Design+Install+Supply,info@concept.uz,+998 71 256 29 03,"Tashkent, ul. Usta Shirin 136",Website,Russian,https://concept.uz,"Grohe, Porcelanosa, Laufen, Vibia, NEOLITH (direct sintered-stone competitor to Dekton), 50+ European brands","""Только лучшее для вашего дома""; official multi-brand premium distributor since 2008",HIGH-PRIORITY CANDIDATE: already distributes Neolith (Cosentino's direct sintered-stone competitor) at premium positioning - strong evidence of prescriber capability and category fit; a natural target for a Dekton/Silestone counter-offer or co-exhibition slot.,existing_v2_reclassified,n/a (reclassification only),Yes,retail_dataset_seed.json,true,2,"Already carries Neolith (Dekton's direct competitor) alongside Grohe/Porcelanosa/Laufen — replace-or-flank pitch, free exhibition space for brand exclusivity on countertops."
kale-gallery-tashkent,Kale Gallery,Tashkent,Kitchen & Bath,Multi-brand plumbing/bathroom fixtures showroom,Retail,,Yes,"""Весь ассортимент доступен в нашем магазине"" - full assortment on display in-store; explicitly courts designers/contractors with trade offers.",Medium,Multi-brand plumbing retailer targeting designers/contractors with trade pricing; positioning not explicitly ultra-luxury.,Supply only,,+998 99 860-60-60,Tashkent (exact street address not shown on page),Website,Russian,https://kale.uz/en,"Sanitary ware, faucets, bathtubs, shower solutions, bathroom furniture, tiles",Multi-brand plumbing store; special offers for designers and contractors; new collections via Telegram,"Trade-channel focus (designers/contractors) makes this a good B2B prescription target, not just walk-in retail.",existing_v2_reclassified,n/a (reclassification only),Yes,retail_dataset_seed.json,,,
emerich-tashkent,Emerich,Tashkent,Kitchen & Bath,Plumbing/bathroom fixtures showroom,Retail,,Yes,"Confirmed showroom at Almazar District, Nurafshon Ring Road 50, near Rivera Mall; site explicitly invites customers to visit and inspect material quality in person.",High,"Self-described ""ПРЕМИАЛЬНАЯ САНТЕХНИКА"" (Premium Plumbing) brand, positioned since 2022.",Supply only,,+998 55 055 51 55,"Tashkent, Almazar District, Nurafshon Ring Road 50 (near Rivera Mall)",Website,Russian,https://emerich.uz/ru/shourum,"Suspended/floor toilets, bidets, sinks, mixers, shower systems, bathroom furniture (China-manufactured)","""Premium sanitary ware brand since 2022""; invites in-person inspection of material quality","IG @emerich.uz, TG @emerichuz, YouTube @emerich_uz.",existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
etalon-remont-tashkent,Etalon-Remont,Tashkent,Interior Designer (Retail),Budget technical-design and turnkey renovation service (no-prepayment model),Retail,,Not determinable,No showroom mentioned; positions itself as working at contractor-crew prices without a design-studio storefront.,Low,"Explicit positioning: renovation ""по ценам частных бригад"" (at private-crew prices) and ""без предоплаты"" (no prepayment); technical design project without interior 3D visuals, from 30 sqm objects.",Design+Build,,,Tashkent and up to 50km outside,Website,Russian,https://tashkent.etalon-remont.com/,Not determinable,"""Ремонт квартиры под ключ без гемора и без предоплаты по ценам частных бригад""","Budget-tier turnkey renovation operator - relevant as a volume-driven, price-agressive entry channel.",existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
afrosiab-mebel-ooo-samarkand,Afrosiab Mebel OOO,Samarkand,Kitchen,"Custom furniture manufacturer, also roller shutters and wooden doors",Retail,,Not determinable,"Directory listing (top.uz) with address/email only, no showroom language.",Low,"Directory-listed manufacturer, no price signal beyond product category (roller shutters/doors = building-trade profile).",Manufacture+Supply,akbarsirojov@umail.com,Directory contact only (phone hidden),"Samarkand, ul. Uzbektrakt 10",Directory (top.uz),Russian,https://top.uz/section/mebel-na-zakaz/samarkand,Not determinable,Directory-only listing,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
ards-lux-ooo-samarkand,Ards Lux OOO,Samarkand,Kitchen,Custom furniture manufacturer,Retail,,Not determinable,Directory listing (top.uz) with address/email only.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,ards-lux@mail.ru,Directory contact only (phone hidden),"Samarkand, ul. Atakhodzhayeva 61, 140129",Directory (top.uz),Russian,https://top.uz/section/mebel-na-zakaz/samarkand,Not determinable,Directory-only listing,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
gold-brend-mebel-ooo-samarkand,Gold Brend Mebel OOO,Samarkand,Kitchen,Custom furniture manufacturer,Retail,,Not determinable,Directory listing (top.uz); own domain (goldbrendmebel.uz) returned DNS error at time of research.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,gold_brend_mebel@mail.ru,Directory contact only (phone hidden),"Samarkand, ul. Nabiyeva 8, office 4, 140100",Directory (top.uz),Russian,https://top.uz/section/mebel-na-zakaz/samarkand,Not determinable,Directory-only listing,Own website unreachable (DNS error) - verify before outreach.,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
motrit-mebel-ooo-samarkand,Motrit Mebel OOO,Samarkand,Kitchen,Custom furniture manufacturer,Retail,,Not determinable,"Directory listing (top.uz), address only.",Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,Directory contact only (phone hidden),"Samarkand, ul. Marifat 63",Directory (top.uz),Russian,https://top.uz/section/mebel-na-zakaz/samarkand,Not determinable,Directory-only listing,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
osiyo-mebel-tm-samarkand,Osiyo Mebel TM,Samarkand,Kitchen,"Custom furniture manufacturer, also wooden doors",Retail,,Not determinable,Directory listing (top.uz) with address/email only.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,osiyo-mebel@mail.ru,Directory contact only (phone hidden),"Samarkand, ul. Amirshokha Muroda 1, 140032",Directory (top.uz),Russian,https://top.uz/section/mebel-na-zakaz/samarkand,Not determinable,Directory-only listing,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
shamsi-kamar-tpf-samarkand,Shamsi Kamar TPF,Samarkand,Kitchen,"Custom furniture manufacturer, also roller shutters",Retail,,Not determinable,"Directory listing (top.uz), located in Kattakurgan (Samarkand region), address/email only.",Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,kolya20@bk.ru,Directory contact only (phone hidden),"Kattakurgan, Samarkand Region, ul. O. Ortikova 1V",Directory (top.uz),Russian,https://top.uz/section/mebel-na-zakaz/samarkand,Not determinable,Directory-only listing,"Located in Kattakurgan district, not Samarkand city proper - included as regional coverage.",existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
basna-mebel-ooo-namangan,Basna Mebel OOO,Namangan,Kitchen,Custom furniture manufacturer,Retail,,Not determinable,GoldenPages directory listing; hours 08:00-18:00 shown but no showroom language.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 93 672-XX-XX (directory-truncated),"Namangan, ul. Kasansayskaya",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,Directory-only listing,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
